track,tags,length
55261,"0,18,94",84
67683,"0,10,42,49,176",44
51409,"0,80,156",27
71842,"0,100",50
68828,"0,1,18,49",45
25053,"0,20",49
47374,"1,37,245",72
65717,"1,12,96,108",47
37832,"1,44,53",82
28444,"3,6,19,39,170",72
20523,"0,1,176",12
11531,"0,4,12,95",67
20938,"0,2,8",56
20410,"0,1,2,4,69,163",56
43791,"1,6,9,11,17,70,81,93,123",59
30612,"9,32,45,47",73
7156,"1,135",69
54419,"23,134,180",28
31983,"1,5,7,8,46,63,83,89,239",57
52734,"2,41",37
22289,"6,39,117,145",77
46190,"3,19,23,207,228",62
55809,"1,12,108,131",60
37200,"1,15,44,71",101
55200,"0,10,77",46
47620,"1,71,109",68
75422,"0,10,91,166",32
10044,"2,26,41",59
19877,"0,20,126",69
46524,"0,14,16,125",52
46101,"0,3,67,107,126",45
40650,"23,173",66
14326,"1,138",45
41041,"0,8,129",60
13935,"1,66,87",59
57223,"0,2,3,8,23,38",60
26426,"0,1,12,30,43,54,95,129",70
23035,"6,93,103",85
726,"1,2,109",55
20108,"0,2,8",23
42132,"0,56,181",99
39063,"6,9,39,117",122
623,"0,4,7",62
18448,"23,134,204",55
23973,"35,63,73,112,233",107
54793,"0,211",60
52207,"0,3,28,34,59,130",60
62223,"3,19,43,106,137,183,195",64
13415,"6,28,122",122
13946,"1,3,72",85
38663,"1,2,5,6,157,162",73
25556,"1,5,15,25,64,104,167",90
61360,"9,103,117",100
477,"1,53",105
13899,"0,91,100",47
13447,"0,20,139,188",42
10328,"35,112,146,191",55
25368,"0,3,4,59",61
55416,"0,22,181",62
57514,"0,4,60,77",37
40209,"0,14,16",72
73441,"3,236",30
72754,"43,121",32
70481,"0,114",49
76326,"0,2,8,60,80,91",48
41660,"28,182",48
74502,"0,1,97,220",169
7131,"1,12,37,62",74
2239,"28,247",35
36601,"0,7,211",41
14432,"0,42,152",34
62542,"0,235",40
35677,"3,19,34,147,155",64
2747,"3,106",41
9876,"0,1,217",39
60964,"1,12,15,37,98,99,178,219",64
43304,"1,229",108
46830,"0,126,181",103
36105,"0,181",43
61901,"2,3,36,238",38
59182,"1,62,138",60
64490,"2,6,8,101",36
21326,"0,10,156",34
7984,"6,145,215",81
70261,"0,1,6,11,13,17,74,95,122,250",44
24704,"0,1,6,11,13,17,74,95,122,250",87
15061,"5,68",52
74713,"0,4,132",71
46317,"0,84,211",48
67223,"6,23,43,177,183,204",22
72346,"1,119,196",40
75751,"35,73",52
34154,"0,4,7,100",73
54655,"1,11,12,58,157,190",74
31764,"1,37",57
21528,"1,2,17,24,26",53
5228,"0,49,100",39
7311,"35,64,73,112",36
43348,"0,8,12,80,140",62
21428,"0,49",48
75794,"1,87",65
31322,"0,28,46,85",49
55478,"0,3,22,106",25
22767,"2,41",57
19641,"23,173",42
42468,"1,37,174",92
52174,"0,16,128",49
18387,"0,2,8,9",66
58998,"0,7",68
72374,"0,22,135",49
76436,"0,139",77
52954,"0,2,3,12,52,95,129",55
6252,"0,1,87,129,135",70
76486,"35,191",60
48935,"2,3,23,43,124,195",86
70230,"0,8,32",56
23077,"0,2,91,156",35
1454,"0,2,7",32
51876,"6,151",87
32707,"0,1,4,6,52,116,132",23
5425,"1,62",52
75602,"0,8,69",36
436,"5,102,197",27
76660,"1,66,92,178",67
17648,"6,39,170",91
64856,"0,3,4,19,130",81
54194,"0,7,12,95,97",41
25166,"0,2,8,36,41",59
24991,"2,36",41
49624,"0,33,181",73
27230,"0,31,57",47
3120,"35,143,244",57
29863,"1,11,12,229",19
62230,"0,4,91",50
39053,"0,14,152",57
63739,"0,2,8,9,22",30
63210,"5,75,254",40
58658,"0,3,19,59",67
5249,"0,14,16",13
76511,"2,3,24,26",52
56627,"0,6,30,81,116",197
56600,"1,11,15,37,50,165",29
19997,"2,6,39,241",103
19562,"0,10,222",30
72637,"1,3,15,72,106",96
44418,"2,41",43
6639,"1,2,9,13,47,194",41
1484,"0,14",61
61124,"0,14,18,226",44
29888,"1,25,172,237",63
7428,"1,3,6,9,19,32,37,123,180",61
49023,"0,10,114,136",38
56070,"5,75,104,157",36
62945,"5,68,118,133",36
56426,"0,6,9,47,81,116",148
33700,"2,23,26",48
67479,"0,2,3,8,30,31,61",76
62,"2,9,24,55,194",45
39209,"1,37,62,64,70,81,96",85
19123,"0,65",63
66324,"0,6,170",54
18191,"1,13,17,86,109",43
72828,"0,10,136",62
69822,"9,32,85,155",37
25709,"2,6,24,122",36
45886,"2,61,194",40
37787,"0,31,90,142",46
59666,"0,12,56,153",40
48609,"1,2,41,203",52
12383,"23,169",53
31088,"1,15,44",70
50155,248,43
42582,"0,79",64
33876,"23,169",54
15846,"0,8,69",74
8981,"1,71,109",40
13855,"23,173,246",49
45646,"3,238",32
67969,"0,1,2,5,9,17,28,32,35,36,45,70,96,115,118,191,227",45
48980,"0,2,8,69,125,163",45
68281,"1,6,15,17,25,123,178,243",53
2143,"3,147",30
60138,"1,13,66",56
42593,"0,49,132,139,188",104
4750,"0,2,4,9,28,32,38,130",53
59827,"5,75,164",51
68795,"0,16,125,163",77
68946,"28,168,182",51
58347,"1,44,53",99
470,"6,187",53
53119,"1,6,17,23,204",61
51159,"0,1,29,33,95",43
74918,"0,77",54
37296,"1,2,25,92,119",49
28073,"0,2,8,48",62
60641,"0,30",50
47994,"1,29,66",67
38440,"1,25,44,109",63
41456,"1,5,13,58,96",31
61970,"0,20,65",83
7592,"0,18,49,156",36
1647,"3,106",61
52718,"0,1,31,84,255",75
54281,"1,6,23,151,167",79
39529,"1,87,129,217",55
46668,"1,13,44,237",76
76052,"6,232",56
21279,"6,232",90
59277,"1,15,25,239",70
22094,"0,1,30,31,159",116
2228,"0,95",51
52236,"1,13,76,229",53
7069,"1,159",48
63771,"1,44,53,76",83
60930,"0,30,116,159",173
5456,"0,3,5,10,35,73,236",44
75388,"0,159",72
70226,"3,19,43,200,225",86
785,"1,11,92,99,144",14
24611,"0,3,19,31,255",129
57516,"0,2,3,5,6,10,35,73,232,236",59
57649,"1,50,54,62,157,178",46
64675,"3,248",23
48350,"0,1,2,8,13",27
71738,"3,6,19,232",50
25433,"1,9,15,23,25,47,180,239",72
33976,"0,3,19",37
25715,"0,33,212",134
37909,"1,13,48,76",69
12628,"1,108,110",232
20509,"6,24,122",35
42249,"0,56,149,153",97
29442,"0,2,7,22,26,27,38,51",49
41584,"0,128",41
17948,"6,117,215",71
15984,"0,153",89
24132,"0,49",61
6281,"0,79,148",74
75901,"0,1,2,7,13,202",51
42679,"35,146",56
68493,"0,10,18,222",62
29740,"0,14,16",57
69833,"5,68,127",16
7493,"2,23,26",55
3476,"6,23,214",26
62823,"0,1,4,125,150,190,209",62
16809,"0,7,10,35,73,112",62
56956,"2,41",46
24574,"0,1,29,49,105,120",46
26702,"0,3,31,51,59",83
43847,"3,9,198",71
12430,"6,39,103,151",81
63621,"0,31,88,149",193
76287,"1,5,37,74,83,99,102,118,127,174,219",49
72898,"5,157",50
70884,"2,3,19,23,26,160",56
35837,"5,9,104",51
6778,"1,62",63
68851,"1,11,15,74",80
33934,"1,13,203",53
30218,"2,61",41
14836,"1,37,62,109",70
32473,"1,2,26,184",47
46332,"6,23,177",30
2439,"3,6,232",86
32527,"0,3,6,23,28,38,40,116,214",30
67802,"23,134",50
59133,"0,6,10,16,28,95,116,226",75
15767,"3,43,106,121,236",25
30771,"1,2,179,184",58
75060,"0,14,152",62
10325,"5,75,127",34
60902,"0,16,40,69",54
24311,"1,5,9,55,185",47
44894,"0,2,8,51",49
25607,"1,15,25,44",53
66622,"1,245",117
10902,"0,16,128",39
1168,"6,9,45,47,103",81
30859,"0,3,10,106",50
11123,"1,3,19,87,106,135",45
4307,"1,3,19,87,106,135",68
24822,"0,2,7,27,28,40,85",50
20038,"1,12,54,97",30
6351,"28,221",59
25785,"28,221",40
55995,"0,12",86
41497,"1,2,43,63,72,121,137,252",68
211,"1,15,72,131",52
35568,"1,172",42
53156,"0,1,2,8,69,84,128",37
66772,"0,28,40,168",95
30515,"23,214",33
32122,"0,2,3,19,27,38,176",61
51368,"0,4,7,80",42
2636,"5,102,197",45
13368,"3,35,124",48
56743,"0,1,6,30,81,116",43
56494,"0,107",57
30948,"28,221,251",29
68120,"2,6,24,162",48
45401,"0,2,57,213",30
2277,"0,148",53
7522,"1,219",40
39173,"0,1,11,38,72",17
6651,"0,107",63
63941,"1,2,13,24,41",49
4143,"0,6,12,56,201",64
45349,"3,23,134,238",80
41368,"0,49,100",45
62880,"23,134",34
47301,"0,132",77
47631,"43,183",49
20388,"5,89",52
65520,"5,28,35,85,155",30
19079,"1,11,159,229",187
2390,"2,6,9,26,32,47,85",50
11670,"0,52,80",23
8418,"2,5,70,75",44
59466,"5,63,68",42
48139,"43,121,195",23
35067,"2,26,61",43
9821,"5,68",81
72743,"0,2,48,115",57
39321,"2,3,155,194",47
45190,"0,2,7,8,38,51",56
24067,"0,2,7,8,38,51",58
1538,"5,58,70,102,157,185",58
57012,"2,36",54
43010,"9,35,64,146,191",39
16954,"0,2,211",34
76532,"0,2,7,22,38,90,211",55
16394,"0,2,90,211",34
6132,"1,25,99,243",65
52823,"0,1,12,50,52",71
70314,"0,4,57,142",38
6508,"6,23,39,177",53
1658,"6,23,39,177",32
7992,"5,68,102,118",46
14212,"2,184",48
51050,"2,3,43,194",43
3590,"1,13,48,76,82,87,144",56
60597,"1,113,119",99
68163,"1,11,209",65
69623,"3,34",40
58832,"1,2,15,17,23,86,119",46
66442,"0,4,8",52
43454,"1,2,41,119",49
71487,"2,4,27,84",60
47583,"1,9,47,63,231",82
20415,"1,2,23,41,160",46
9981,"1,5,12,50,58,63,185",55
53412,"0,10,16,31,57,100",36
27758,"2,3,23,160,234",37
52427,"1,37",67
24614,"6,39,162",113
70698,"6,187",122
5274,"0,16,125,163",60
74046,"23,173,207",49
70723,"6,39",36
15663,"1,37,44,99",75
66646,"0,79",58
32659,"35,233",36
46872,"0,2,9,24,32,46,85",28
43408,"0,14,20,42",38
53619,"1,2,41,119",54
56293,"0,12,33,126,135",175
25016,"0,4,80",54
1558,"0,10,18,80,111",43
1075,"0,126",89
70371,"5,89,230",48
39743,"1,5,15,25,64,104,167",62
14618,"0,42,105",95
28653,"0,33,52",77
64949,"1,203",60
70700,"0,188",87
5588,"0,105",36
18898,"0,166",42
20695,"1,2,15,23,26,160,180",50
14830,"1,15,23,123,180,204",76
18772,"9,45,47,231",80
8441,"0,149",56
76301,"3,19,147",46
46016,"0,30,65",32
42685,"1,17",55
6291,"0,12,94",65
53997,"1,11,43,98,108,137",71
13367,"5,58,185",42
40228,"0,2,211",22
41970,"5,89,127",60
37413,"0,18,153",71
47600,"28,85,182",59
49929,"35,112,191",44
39646,"35,112,191",48
23150,"0,20,153",114
55355,"1,62",63
21745,"1,13,45",50
27738,"5,89,127",60
73266,"3,43,129,135,137",53
62140,"1,35,143",46
65716,"1,43,98,121,137",37
39500,"1,83,178",72
18045,"0,40",46
52993,"0,1,12,54,97,212",57
18383,"2,3,19,43,137",67
43240,"3,236",64
22011,"0,1,12,95",31
71175,"23,208",42
23409,"1,17,43,98",76
51370,"43,121,183",53
57989,"0,18,20",17
40702,"5,23,47,89",55
40672,"5,89,230",52
51641,"0,33,222",39
10825,"0,3,31,34,135",72
37082,"0,16,56,88",18
38761,"0,8,22,80",60
33336,"1,62",71
66770,"1,13,76,217",36
36479,"1,2,13,25,53",54
13409,"0,135",72
16292,"0,163",60
29159,"3,6,19,23,39,151,201,214",45
70297,"5,68,102,127,197",44
55589,"0,8,16,69",65
29503,"0,140",44
30795,"6,9,47,103,162",68
59611,"0,2,8,59,125",37
16105,"6,39,187",77
19201,"0,139",21
2683,"0,2,3,6,8,9,23,30,38,47,103,169,173,246,248",20
18718,"23,207",34
29721,"0,33,38,95,126",94
29004,"1,11,15,64",142
30126,"0,10,35,73",48
19944,"5,227",18
12704,"0,2,24,26,28,46,85",34
13157,"1,11,43,137",43
45834,"6,101,151",34
35441,"23,134,204",27
19203,"6,117,215",45
27955,"1,5,12,54,96",32
8084,"1,15,92",107
62804,"0,40,255",40
70308,"0,3,22,28,34,40,59,135",53
31446,"5,89,230",53
53769,"5,89,230",60
42404,"0,42",56
39476,"0,20,235",54
3450,"0,14,16,88,130,216",61
38041,"0,7,154",69
48158,"5,58,89",40
11282,"0,4,84,95",21
54706,"0,10,222",52
26896,"0,126",47
44365,"3,34",71
66824,"0,3,59,130",47
2753,"3,34",43
62209,"0,49,100",56
15941,"1,15,64,74,123",49
72781,"5,89,127,254",66
31313,"0,3,12,135,154",53
67274,"23,173",52
70490,"5,118",25
18355,"2,43,121",61
67534,"43,183",58
45564,"0,1,7,48",82
5139,"6,39,175",72
36804,"1,15,53,64",67
3234,"3,6,43,214",25
33937,"0,10,136",45
69823,"0,31,56",65
66515,"0,56,107",87
46964,"0,130",62
29259,"1,29,108",56
74978,"3,19",67
71372,"1,11,15,113",88
10140,"5,230",47
25382,"0,188",34
4894,"0,18,97,111,153",22
53523,"0,30,84,148",102
47682,"2,5,23,58,208",43
37484,"23,169,177",37
8340,"0,30,149",49
42220,"0,16,130",56
31823,"0,46,114",36
34667,"0,193",115
64089,"5,23,35,208",43
35411,"0,1,14,206",40
32721,"0,2,3,7,19,27",50
71386,"6,39,170",82
77,"6,170,175",209
70517,"6,39,43,121",28
42301,"0,1,2,15,44,70,87,150,154",59
61823,"6,170,175",59
54778,"6,39,175",48
47056,"6,39,175",129
58017,"0,10,80",45
15497,"1,21,25,62,92,109,119,223",48
19862,"28,168",65
5724,"0,1,98,129",124
63577,"0,16,30,125",84
25948,"2,3,11,13,63,101",62
27662,"1,44,71",93
42871,"6,24,122,158",41
40828,"1,2,6,13,15,26,103",46
7335,"1,5,58,127",50
40908,"0,18,189",130
159,"0,2,8,26,38,51",57
37657,"0,33",54
63007,"0,65,188",51
1238,"0,253",38
47403,"0,3,10,22",62
75093,"2,6,15,26,63,209",63
16529,"0,6,9,28,117,142,253",34
51366,"1,2,13,26,250",56
44541,"0,1,8,11,30,37,43,52,84,94,121",10
52120,"1,12",20
64600,"0,3,22,34,38,59,130,135",51
6390,"0,10,156",42
23988,"0,130",41
8382,"0,8,16,125,163",57
23747,"0,31,57,115,213",48
55575,"0,31,154",69
65575,"0,31,154",78
16991,"5,102",53
45173,"0,2,36,253",42
48733,"5,198",44
44662,"0,10,22,38",36
76347,"1,17,83,174",84
6690,"0,107",55
51766,"23,134,204",73
22706,"1,53",128
39977,"1,13,17",65
31077,"0,2,4,129",48
1435,"1,15,50,52,70",61
25108,"0,188",56
1190,"0,4,38",28
4482,"0,67",58
39995,"0,32,56,65",33
13824,"0,32,56,65",68
75120,"3,19",46
26362,"1,6,9,32,47,64,83,99,161,178",25
46447,"6,101,162",46
18254,"0,4,5,18,226",47
19315,"0,14,29,42",50
41271,"0,1,31,159",82
15837,"0,14,79,152",50
15464,"0,14,16",71
13092,"0,1,30,159",125
19547,"23,173,246",71
55730,"1,21,92,144,218",134
40504,"0,10,38",56
1534,"0,10,14,42",56
3169,"0,1,2,4,9,23,27,45,134,167,204",37
65786,"6,103,232",67
4535,"0,142",30
49708,"6,101,177",40
21985,"43,129,137,252",40
75660,"0,111,222",23
48802,"1,5,17,23,25,239,250",51
70945,"0,10,18,111,222",34
9380,"0,1,3,6,11,31,64,110,117",57
15481,"35,112,191",57
66144,"35,112,191",47
55910,"0,1,13,60,159",26
74264,"0,38,159",39
29264,"0,35,64,73,233",45
36843,"0,10,115,253",42
31271,"1,43,87,137",71
51809,"0,46,114,166",47
35057,"0,10,156",31
29692,"1,92,113",94
64053,"0,4,80",41
37438,"1,150",62
43409,"2,3,24,26,43,81,195,252",46
40538,"23,173",70
67031,"1,12,50,138",58
71668,"0,84",19
33988,"3,19",29
65854,"1,17,64,165",51
38277,"3,238",33
38232,"1,15,62,138,249",54
57983,"1,242",41
49562,"1,15,167",51
50894,"3,9,32,47,124",63
55334,"5,23,89,197",54
75759,"1,66,87",68
1167,"0,2,7,27,154",67
23911,"2,5,184",17
56661,"0,253",39
31976,"6,81,103",64
71357,"1,21,113",101
76420,"0,1,66,67",93
9615,"35,112,143",52
30508,"1,3,6,11,131,232",97
64455,"0,79",82
30169,"2,5,27,184",23
32115,"5,197",38
13428,"35,73,233",53
65867,"1,15,50,74",60
74711,"1,218",105
11958,"0,3,8,19,22,38",40
58971,"0,31,88,149",93
45609,"1,12,17,21,29,66",74
28308,"1,21,138",88
13948,"5,6,133",44
21498,"1,21,144,224",61
6466,"3,124",43
7969,"5,185",39
71708,"1,29,220",53
66585,"3,9,47,202",60
8055,"3,6,9,47,117,198",66
11577,"0,10,156",37
41726,"35,143,146",53
37917,"0,10,35,73",33
38022,"0,67",49
72516,"1,17,220",48
69205,"0,22,43,225",97
21597,"5,185",50
73,"5,185",58
17236,"1,218,220",64
35181,"1,29,66",63
34783,"1,5,58,75,118",39
74979,"0,40,56,88,255",98
15214,"28,168,182",63
76319,"1,15,70",46
4811,"1,87,242",53
21047,"0,20,65,189,212,216",57
13858,"1,25",87
69327,"1,37",62
68954,"6,145",65
41089,"0,3,19,22",72
67750,"1,11,76,138",66
33411,"0,16,30,116,159",85
60888,"0,4,97",38
28893,"6,23,39,214",50
40845,"6,158",70
44811,"1,6,9,25,45,47,167",56
29238,"0,28,40,182,221",67
8829,"1,2,43,137",57
37665,"6,39",60
3722,"0,30",63
59530,"1,43,108,137",10
39484,"1,5,9,11,54,63,82,85,118,133,220",27
32829,"0,30,52,149",87
28724,"0,65,126",66
56352,"35,143,146,244",40
43650,"1,5,63,118",58
23241,"2,5,9,70,75,104,185",42
21333,"1,11,110",99
70229,"6,170",15
69071,"0,1,4,12,31,70,90",51
14066,"0,1,11,52,98",30
2661,"0,8,142",30
52857,"23,246",55
21367,"0,42",51
37740,"0,28,38,40,85,186,221",35
54056,"0,1,12,66,82,87",66
53598,"0,33,222",133
62787,"6,24,187",30
57736,"1,43,108,137,225",36
29565,"1,2,70",32
47687,"2,3,6,19,24,26,36,101",44
20908,"1,11,12,15,31,44",116
26364,"5,197",39
53896,"0,22,60",23
61283,"6,117,158",103
52070,"1,164",48
73073,"0,9,23,47,202,207",53
36610,"0,56,107",38
43556,"0,6,9,47,81,103,117,187",57
68258,"1,11,43,110",76
47416,"23,173",66
73115,"1,21,66",87
24975,"1,3,11,92,131",71
7196,"0,4,30,65",121
41984,"0,16,125",49
19929,"0,28,168,221",52
58461,"23,169",61
73325,"9,55",38
17756,"1,12,159",35
54162,"2,5,104",55
63364,"2,5,104",72
24458,"0,1,2,8,13,86,239",52
70667,"1,18,171",56
48312,"1,13,45,203,250",80
42117,"0,12,20,95,188",60
31111,"0,105,126",64
62428,"1,15,35,64",68
4095,"1,11,15,96,131",118
20342,"0,1,2,4,62,115",47
24637,"1,2,13,17,76,240",89
61163,"1,2,25,41,176",48
19572,"1,161",91
58077,"0,212,216",59
51060,"0,126",56
31458,"0,2,8,24",32
39377,"2,3,35,73,112",37
25616,"1,108,110",82
1814,"2,3,43,121,183",64
75998,"5,68",59
2328,"1,25,83,150,206",79
70724,"43,121,137",53
74209,"1,9,12,25,32,123,161",48
16558,"0,73,91",37
2630,"9,55",49
33929,"0,49,65",49
75306,"2,6,24,101,187",52
19975,"3,9,45,124,198",66
13525,"5,75,104",60
27909,"1,11,12,15,17,21,50,108,113,237",121
24408,"1,78,199",109
48872,"1,108",32
13904,"0,1,4,13,29,70",44
28741,"6,24,39,145,158,187,241",136
46259,"2,24,252",48
33060,"1,2,5,119,196",48
39949,"2,24,194",51
49456,"1,11,15",75
69048,"0,1,60,87,217",34
42170,"0,4,226",42
2852,"9,32,47",44
45634,"1,2,13,23,45,180",47
35625,"1,37,62",49
5757,"5,89",47
40080,"2,61",34
59798,"6,215",292
13107,"2,9,27,202",20
49640,"3,238",59
1417,"0,16,128,163",34
52776,"1,2,9,13,48",76
46847,"1,15,54",44
66765,"1,5,157,239",50
26299,"0,1,52,74",40
71067,"0,7,57,60",29
56984,"0,7",46
43317,"1,3,25,124",90
51395,"0,4,8,226",52
57512,"1,53,71",86
60705,"0,7,132",33
50182,"3,19,200",33
1038,"5,124",58
41071,"1,5,9,25,32,47,85,141",50
69315,"1,13,203",77
59902,"1,109",50
39365,"6,24,117,158",117
67410,"1,44,53,210",82
65178,"6,248",55
11571,"32,35,64,112,146",27
26585,"9,23,35,64,207",59
30501,"1,25,237",95
33285,"1,2,13,86",48
13633,"0,5,12,60,94,100,102",46
57098,"3,6,232,236",34
9545,"3,124",87
21445,"1,15,50",20
55844,"1,5,62,164",43
53805,"1,12,21",113
46402,"0,31,159",75
70110,"0,1,2,8,15,36,209",54
36083,"35,146",48
22786,"1,11,12,21",101
45310,"0,7,31,52",44
6675,"0,2,9,36,45,209,213",46
34979,"5,6,9,202",27
17374,"1,3,19,23,43,137,160",39
55,"0,1,10,18,237",22
9082,"1,161",46
69379,"1,15,108",51
76101,"5,133",59
32067,"0,8,31,159",39
72329,"35,64",44
23115,"35,64,73,112,244",65
20664,"0,10,91",23
66592,"3,6,23,134",86
1481,"0,5,227,254",50
44382,"0,2,24,26,46",28
10334,"0,20",62
56536,"2,3,6,9,26,93,101,177",56
44731,"1,12,44,62,99,123,157,172",80
62227,"1,25,53,70,74",81
59350,"23,207",80
74161,"1,17,37,50,74,99",39
15511,"1,12,50,192",34
11937,"1,12,50,192",61
52059,"1,13,25,250",51
31095,"5,58",27
33639,"0,16,38,163",77
7253,"1,5,17,96",37
1501,"3,200",23
41799,"1,8,13,82",60
76518,"2,41,43,183,252",39
250,"1,5,11,15,178",48
70310,"1,62,109",38
4264,"1,5,68,96",41
53911,"5,63",17
61368,"5,68",44
56214,"3,12,19,38,251",26
10221,"1,15,21,25,92,144",67
50340,"2,179",56
30256,"0,4,7,59",46
15847,"0,4,7",47
30523,"1,5,6,9,32,63,96,118",37
66831,"1,11",97
55847,"0,126",54
30690,"1,171",45
38364,"5,63",18
38538,"5,68,185",49
40017,"5,63,118",45
53993,"6,43,121",87
31698,"1,21,37,205",98
62569,"5,58",54
23476,"1,44",92
32267,"1,6,15,117,123",59
74596,"5,63",45
10603,"1,21,71",99
62637,"1,21,25",52
54231,"2,9,32,47,55",62
16319,"1,15,54,62,76,108,138,178",125
13152,"0,10,12,57,97",55
26132,"1,6,15,81,116,123,187",63
5761,"1,5,17,54,62,97,157,192",52
6010,"0,1,3,22,135",48
66595,"1,11,12,110",35
30348,"1,15,64,123,180",80
71994,"1,129,137",43
73189,"0,1,5,11,12,13,29,44,60,70,90,95,131,150",62
14968,"1,17,29,66",57
64976,"1,17,29,66",68
30643,"0,1,66,212",81
16707,"1,29,66,87",71
52461,"3,236",79
62345,"1,17,29,87",51
76562,"35,64,146",48
12477,"1,29,66",67
27107,"23,134,169,177",37
44472,"1,12,21,203",54
59138,"1,5,12,63,138",44
19381,"1,41,119,180,191",40
8771,"1,53,83,210",25
60779,"0,49",43
51495,"1,17,62,96,206",34
3111,"1,37,123",61
42721,"6,145",24
35987,"6,81,103,116",119
2585,"6,39",85
19174,"0,28,46,168,182",45
37675,"0,100",42
4226,"1,5,14,58,62,96,109",62
12054,"0,7,31,77,90,129",50
1898,"1,2,27,206",48
58973,"0,2,48,115",51
8503,"1,15,83,167",61
13566,"1,6,11,12,74",47
17887,"0,7,59",59
17120,"1,21,205",97
75124,"0,46,114",29
70538,"0,46,114",32
47836,"1,12,96,206",81
58230,"43,121,137,195",38
23868,"35,112",50
1793,"1,12,29,157,164",52
24116,"0,57",35
47292,"0,77,140,154",45
2855,"9,141",49
48236,"3,200",30
50900,"1,15,74",79
67,"1,21,109",110
75224,"0,10,57",35
73290,"0,3,7,22",45
41703,"0,10,48,57,115",41
26652,"1,2,11,15,64,74",58
22717,"0,57,90,142",47
74093,"0,2,4,27,95,211",57
8577,"1,15,25,83,249",50
45700,"28,85",41
40688,"1,12,70",17
33276,"1,2,3,6,13,36,160,167,232,239",63
32821,"0,16",47
75233,"5,6,162,248",107
61545,"1,21,44,53,237",85
42939,"6,39",82
49047,"1,11,72,98",125
56778,"0,31,77,142,154",32
5318,"3,34",64
22865,"0,18,97",30
67179,"0,3,7,90",50
58300,"43,195",79
67048,"1,150",46
65925,"0,6,12,95,97,175",40
4102,"0,7,52,132",49
70254,"0,12,79,105",61
36348,"6,241",100
46182,"0,1,7,13,17,50,154",53
64669,"0,7,57",47
46612,"0,1,7,11,15,50",58
34076,"0,1,2,13,27,129",51
45356,"1,203",75
27211,"0,1,90,97",43
41987,"0,22,40,59",42
16466,"1,2,5,58,99,133",27
67908,"1,2,5,58,99,133",41
8658,"1,12,15,58,82",40
2866,"1,11,12,50,108",31
42120,"0,7,22,52",64
70578,"0,4,97",54
28326,"1,11,12,21,50,54,97,157,164,220,249",127
18297,"1,11,12,21,50,54,97,157,164,220,249",180
58844,"1,5,242",44
15910,"0,49,139",54
50044,"0,3,19,129,200",85
25593,"1,15,64,138",98
18427,"0,2,46",50
57740,"1,5,15,64,70,164",90
27803,"3,19,35",44
72681,"0,28,40,168,182,247",69
63950,"9,47,167,243",42
61759,"0,10,136",36
28532,"35,64,112",56
66457,"2,43,101",56
43303,"5,89,102,127,133",88
19160,"0,28,57,251",32
21705,"0,1,12,135",81
20012,"0,46,166",36
37052,"5,68",54
11098,"5,63,70",34
24305,"43,183,195,252",92
35513,"0,248",23
10174,"1,12,135",59
13978,"0,10,48",48
47377,"0,1,6,54,95,97,159,170",85
64073,"0,2,26,42,49,94,156",45
5495,"2,184",44
64532,"0,2,8,26,41",46
45070,"1,37,245",73
3766,"5,9,47,63,231",38
61467,"0,105,126",55
48218,"1,11,54,64",119
24442,"6,39",78
203,"0,211",44
57445,"1,83",67
34935,"3,147",61
1169,"0,3,38,59,130",37
35957,"43,195",69
39195,"1,5,9,47,85,96,133,231",50
60455,"1,37,192",74
44826,"1,11,15,72",219
34058,"5,254",57
26484,"1,15,70",78
24698,"1,12,54,76,165",28
36519,"6,9,103",53
59359,"0,14,16,56",66
25463,"28,182,247",64
10239,"1,12,83,97,192",15
32287,"1,2,23,35,44,86",44
54033,"1,6,9,15,81,117,141",34
71313,"0,2,8,55,155,240",43
9814,"0,3,59",44
33150,"1,9,15,32,85,155",49
76003,"3,34",44
34543,"2,184",42
20217,"0,2,184",46
74682,"1,25,44,53,237",60
46655,"0,10,136",35
19365,"0,1,12,22,38,84",44
12924,"1,110,229",87
18003,"0,1,12,95,110",177
44595,"5,9,55,96",45
18650,"1,21,44",93
70215,"2,5,184",42
13153,"1,25,53",92
5052,"1,44",79
3085,"0,189,193",111
11481,"0,8,57",40
23168,"1,237",102
18840,"1,12,21,50,54",55
25087,"0,3,34,114,130",64
58127,"0,14,148",50
4389,"2,3,19,23,24",46
66159,"1,2,5,45,102,223",28
25639,"1,161,190",49
31587,"0,56,105",89
37458,"0,42,79",70
75499,"5,35,58,227",34
38909,"9,32,55",48
40329,"0,33,120,181",54
571,"0,65,79",41
41998,"35,73,112,146,233",42
11259,"5,58",46
58158,"1,2,13,82",51
25358,"5,58,68,102",59
72236,"3,6,9,198",100
46676,"1,17,21,99,144",91
70521,"0,28,40,130,186",66
3646,"0,2,6,9,24,31,103,117",59
19938,"9,23,32,47,198,204",55
59397,"9,141",48
41802,"1,25,53,249",63
69684,"1,11,110",194
50945,"1,11,110",65
52825,"1,9,47,62,96,123,138",70
5077,"1,12,18,50,83,144,174,192,223,249",47
36891,"28,85",34
9283,"6,39,241",76
67727,"1,37,249",63
71912,"5,96,104",45
65228,"1,37,245",62
43600,"23,112,208",13
19016,"0,2,128",47
20443,"0,128",34
65292,"5,63,102,118,133",36
54625,"0,14,65",126
50280,"1,15,25,45,144",81
